-0.018827,-0.004344
-0.036744,0.02121
-0.042599,0.020997
-0.017971,-0.012829
-0.036448,-0.028841
-0.018361,0.033119
-0.042368,0.017029
-0.012132,0.016544
-0.03067,0.0084506
-0.03064,-0.014101
-0.030459,-0.01771
-0.036645,-0.031543
-0.030329,0.043342
-0.023879,-0.015
-0.030021,0.012675
-0.042547,-0.024082
-0.024368,-0.00030513
-0.024932,-0.0092173
-0.030424,0.034747
-0.048767,-0.030606
-0.042706,-0.019344
-0.012026,0.033385
-0.018294,0.034832
-0.036679,0.03583
-0.024577,-0.034753
-0.024962,-0.063256
-0.030489,-0.011685
-0.036038,0.078744
-0.030007,0.01231
-0.018111,0.037898
-0.024354,0.047227
-0.02422,0.010172
-0.030618,-0.012972
-0.018308,-0.0127
-0.030803,-0.0077808
-0.036419,0.0016985
-0.036355,0.011669
-0.036356,-0.011635
-0.03623,0.050803
-0.018149,0.0060229
-0.036479,0.033117
-0.024076,-0.017702
-0.03053,0.017787
-0.012217,-0.0074624
-0.036703,-0.0085773
-0.030412,-0.025579
-0.036359,0.049713
-0.03018,0.017609
-0.048832,0.014838
-0.036876,-0.026936
-0.024628,0.010326
-0.030388,-0.017579
-0.03699,-0.021614
-0.042547,-0.024082
-0.018212,0.019552
-0.023964,0.037584
-0.036419,0.0016985
-0.036529,-0.030189
-0.036326,-0.017855
-0.023753,0.011228
-0.024417,-0.052594
-0.036038,0.078744
-0.030514,0.012127
-0.042321,0.0091593
-0.02419,0.0041473
-0.030771,0.038001
-0.024109,-0.010393
-0.018471,-0.00638
-0.024677,-0.041962
-0.036605,0.0068893
-0.03702,-0.075653
-0.036764,0.011823
-0.017947,-0.028485
-0.036159,-0.0089328
-0.036509,-0.020922
-0.036326,0.042208
-0.030449,-0.033317
-0.012121,0.0011329
-0.01823,0.021303
-0.024291,0.033697
-0.012151,0.0071573
-0.024079,0.043646
-0.030622,-0.028018
-0.042031,0.052567
-0.024209,-0.0052391
-0.03055,-0.051544
-0.04894,-0.025307
-0.018827,-0.004344
-0.030271,0.0078952
-0.030511,0.027369
-0.024062,-0.018066
-0.030107,-0.011331
-0.043036,-0.0095832
-0.018419,-0.027802
-0.04232,0.032659
-0.042143,0.013808
-0.02422,0.010172
-0.030069,0.032711
-0.024238,0.04858
-0.036389,0.055737
-0.024195,0.042293
-0.030514,0.012127
-0.0061564,-0.019857
-0.030507,-0.034174
-0.030344,0.036096
-0.024109,-0.010197
-0.030608,-0.028383
-0.02448,0.020999
-0.030099,-0.021328
-0.042646,0.028671
-0.029895,0.05107
-0.030447,0.01384
-0.049045,-0.042267
-0.030795,0.0058797
-0.024454,-0.00026795
-0.03067,0.0084506
-0.02991,-0.0086292
-0.036581,0.01489
-0.036679,0.03583
-0.036326,-0.017855
-0.023849,-0.021024
-0.036337,-0.0022484
-0.030352,0.022435
-0.035889,0.012725
-0.030126,0.055677
-0.029973,0.064963
-0.023849,0.039039
-0.023723,0.065267
-0.018389,0.026237
-0.03687,-0.0050179
-0.012396,0.012128
-0.018174,-0.025163
-0.036489,0.048528
-0.036391,-0.0042245
-0.030603,-0.066426
-0.036987,-0.029871
-0.042387,0.030946
-0.017822,0.057806
-0.024109,-0.010393
-0.023849,-0.021024
-0.042061,-0.0014719
-0.030833,-0.06182
-0.024094,0.0364
-0.030041,0.0032884
-0.036231,-0.00926
-0.05465,0.023001
-0.036326,0.042208
-0.024032,0.035973
-0.02435,0.021988
-0.024535,-0.0092276
-0.012135,0.0014972
-0.018471,-0.00638
-0.030507,-0.034174
-0.03015,0.023752
-0.036337,-0.0022484
-0.029814,0.060029
-0.024157,-0.026661
-0.018097,0.037534
-0.024235,-0.012768
-0.024317,-0.045384
-0.030555,-0.026305
-0.024768,-0.075601
-0.024932,-0.069281
-0.04255,0.037266
-0.036308,0.0046337
-0.042936,-0.014541
-0.018582,-0.0017044
-0.012058,-0.012396
-0.030377,-0.032989
-0.042335,0.0095237
-0.017941,0.04121
-0.030344,0.036096
-0.030573,-0.012388
-0.024224,0.048216
-0.036768,0.013209
-0.036615,0.0223
-0.018097,0.037534
-0.012359,-0.040197
-0.030622,-0.028018
-0.03055,-0.051544
-0.036249,0.02851
-0.024517,0.013261
-0.018634,-0.016688
-0.024753,-0.028808
-0.042853,-0.0065167
-0.03652,-0.0053149
-0.048233,0.032227
-0.030526,-0.019423
-0.018312,0.012343
-0.02432,0.015963
-0.02409,0.011357
-0.030353,-0.0010644
-0.036,-0.013867
-0.023723,0.065267
-0.02444,-0.0006323
-0.029636,0.041178
-0.024253,-0.058914
-0.042114,0.044347
-0.017917,0.025554
-0.030103,0.0037152
-0.048926,-0.025672
-0.030447,0.01384
